NOME,CATEGORIA,GRUPO,ESFERA,CRIAÇÃO,ATO LEGAL,ULTIMA ATUALIZAÇÃO,CODUC,ÓRGÃO GESTOR
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BOA ESPERANÇA,Reserva Particular do Patrimônio Natural,US,estadual,"2008",Portaria nº 267 de 14/11/2008,27/09/2011,0000.33.2266,Instituto Estadual do Ambiente do Rio de Janeiro
FLORESTA NACIONAL DE RORAIMA,Floresta,US,federal,"1989",Decreto nº 97545 de 01/03/1989,19/10/2010,0000.00.0106,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE NATURAL MUNICIPAL PROFESSOR JOÃO VASCONCELOS SOBRINHO,Parque,PI,municipal,"1983",Lei ordinária nº 2796 de 07/07/1983,13/03/2012,0410.26.2060,Prefeitura Municipal de Caruaru - PE
MONUMENTO NATURAL ESTADUAL SERRA DA MOEDA,Monumento Natural,PI,estadual,"2010",Decreto nº 45.472 de 21/10/2010,19/06/2012,0000.31.2610,Instituto Estadual de Florestas de Minas Gerais
RESERVA PARTICULAR DO PATRIMôNIO NATURAL COTINGA-CREJOá,Reserva Particular do Patrimônio Natural,US,estadual,"2016",Portaria nº 12265 de 24/08/2016,24/08/2016,0000.29.3433,Secretaria do Meio Ambiente da Bahia
ÁREA DE PROTEÇÃO AMBIENTAL DE TAMOIOS,Área de Proteção Ambiental,US,estadual,"1986",Decreto nº 9452 de 05/12/1986,06/08/2014,0000.33.0731,Instituto Estadual do Ambiente do Rio de Janeiro
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA TERRAVISTA II,Reserva Particular do Patrimônio Natural,US,federal,"2009",Portaria nº 28 de 18/05/2009,26/08/2011,0000.00.2191,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMôNIO NATURAL SíTIO PALMEIRAS,Reserva Particular do Patrimônio Natural,US,estadual,"2011",Portaria nº 277 de 21/10/2011,13/08/2013,0000.33.2893,Instituto Estadual do Ambiente do Rio de Janeiro
ÁREA DE PROTEÇÃO AMBIENTAL PAYTUNA,Área de Proteção Ambiental,US,estadual,"2001",Lei ordinária nº 6.426 de 19/12/2001,19/02/2016,0000.15.1028,Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará
PARQUE ESTADUAL ACARAI,Parque,PI,estadual,"2005",Decreto nº 3517 de 23/09/2005,23/02/2016,0000.42.0791,Fundação de Meio Ambiente de Santa Catarina
RESERVA PARTICULAR DO PATRIMONIO NATURAL RPPN OASIS ARARIPE,Reserva Particular do Patrimônio Natural,US,federal,"2016",Portaria nº 32 de 27/04/2016,14/05/2018,0000.00.3512,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA FAZENDA HR - DOURADINHO,Reserva Particular do Patrimônio Natural,US,federal,"2007",Portaria nº 22 de 11/12/2007,26/08/2011,0000.00.2172,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE NATURAL MUNICIPAL DO TRABIJU,Parque,PI,municipal,"1979",Lei ordinária nº 1627 de 27/06/1979,13/08/2012,3800.35.2723,Secretaria de Governo - Prefeitura de Pindamonhangaba
PARQUE ESTADUAL SERRA DO ROLA MOÇA,Parque,PI,estadual,"1994",Decreto nº 36071 de 28/09/1994,03/09/2009,0000.31.0398,Instituto Estadual de Florestas de Minas Gerais
RESERVA EXTRATIVISTA IPAÚ-ANILZINHO,Reserva Extrativista,US,federal,"2005",Decreto nº S/N de 15/06/2005,05/02/2016,0000.00.0241,Instituto Chico Mendes de Conservação da Biodiversidade
ESTAÇÃO ECOLÓGICA DO PÉCEM,Estação Ecológica,PI,estadual,"2012",Decreto nº 30.895 de 25/04/2012,15/02/2016,0000.23.0952,Secretaria do Meio Ambiente do Ceará
PARQUE ESTADUAL DA SERRA DOS MARTÍRIOS/ANDORINHAS,Parque,PI,estadual,"1996",Lei complementar nº 5.982 de 26/07/1996,19/02/2016,0000.15.1021,Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará
PARQUE NATURAL MUNICIPAL DO SETOR SANTA CRUZ,Parque,PI,municipal,"2004",Lei orgânica nº 2205 de 25/06/2004,18/05/2015,0510.52.1947,Secretaria Municipal de Meio Ambiente de Catalão - GO
RESERVA DE DESENVOLVIMENTO SUSTENTáVEL DA ILHA DO MORRO DO AMARAL,Reserva de Desenvolvimento Sustentável,US,municipal,"1989",Decreto nº 6.182 de 12/08/1989,06/11/2013,0910.42.2927,Secretaria do Meio Ambiente de Joinville - SC
PARQUE ESTADUAL DE PALMAS,Parque,PI,estadual,"2007",Decreto nº 1.530 de 02/10/2007,02/05/2016,0000.41.0552,Instituto Ambiental do Paraná
RPPN FLORESTA DAS AGUAS PERENES,Reserva Particular do Patrimônio Natural,US,estadual,"2011",Resolução nº 76 de 28/12/2011,03/08/2012,0000.35.2635,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
RESERVA PARTICULAR DO PATRIMôNIO NATURAL RESERVA ECOLóGICA DE GUAPIAçU,Reserva Particular do Patrimônio Natural,US,estadual,"2012",Portaria nº 382 de 10/10/2012,25/11/2013,0000.33.2899,Instituto Estadual do Ambiente do Rio de Janeiro
ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL,Área de Proteção Ambiental,US,federal,"2002",Decreto nº s/n de 10/01/2002,28/04/2015,0000.00.0023,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE NACIONAL RESTINGA DE JURUBATIBA,Parque,PI,federal,"1998",Decreto nº 29/04/07 de 29/04/1998,27/09/2007,0000.00.0141,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL HELICO,Reserva Particular do Patrimônio Natural,US,federal,"2007",Portaria nº 09 de 19/01/2007,26/08/2011,0000.00.2119,Instituto Chico Mendes de Conservação da Biodiversidade
ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL MESTRE ÁLVARO,Área de Proteção Ambiental,US,municipal,"1991",Lei ordinária nº 4507 de 08/01/1991,24/02/2012,0500.32.2566,Secretaria Municipal de Meio Ambiente do Município de Serra - ES
RESERVA PARTICULAR DO PATRIMôNIO NATURAL OLHO D'ÁGUA,Reserva Particular do Patrimônio Natural,US,estadual,"2010",Outros nº 150 de 06/04/2010,03/09/2012,0000.32.2358,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo
PARQUE NACIONAL DE PACAÁS NOVOS,Parque,PI,federal,"1979",Decreto nº 84019 de 21/09/1979,11/03/2010,0000.00.0163,Instituto Chico Mendes de Conservação da Biodiversidade
APA SãO FRANCISCO XAVIER,Área de Proteção Ambiental,US,estadual,"2002",Lei ordinária nº 11262 de 08/11/2002,17/10/2017,0000.35.1714,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO GAVIÃO,Floresta,US,estadual,"1996",Decreto nº 7604 de 11/10/1996,13/06/2011,0000.11.0761,Secretaria de Estado do Desenvolvimento Ambiental de Rondônia
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ARARA VERMELHA,Reserva Particular do Patrimônio Natural,US,federal,"2005",Portaria nº 31 de 29/04/2005,26/08/2011,0000.00.1263,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO AVENTUREIRO,Reserva de Desenvolvimento Sustentável,US,estadual,"1990",Decreto nº 15983 de 28/11/1990,06/08/2014,0000.33.0723,Instituto Estadual do Ambiente do Rio de Janeiro
RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL CANUMÃ,Reserva de Desenvolvimento Sustentável,US,estadual,"2005",Decreto nº 25026 de 23/05/2005,15/02/2016,0000.13.0984,Secretaria de Estado do Meio Ambiente do Amazonas
MONUMENTO NATURAL  O FRADE E A FREIRA,Monumento Natural,PI,estadual,"2007",Decreto nº 1917-R de 11/09/2007,16/08/2013,0000.32.1533,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo
PARQUE ESTADUAL MARINHO DE AREIA VERMELHA,Parque,PI,estadual,"2000",Decreto nº 21.263 de 29/08/2000,31/03/2014,0000.25.0484,Superintendência de Administração do Meio Ambiente da Paraíba
PARQUE ESTADUAL ÁGUAS DA BILLINGS,Parque,PI,estadual,"2018",Decreto nº 63324 de 30/03/2018,07/05/2018,0000.35.3656,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
PARQUE ESTADUAL DE MONTEZUMA,Parque,PI,estadual,"2007",Decreto nº s/nº de 29/09/2007,21/08/2009,0000.31.1775,Instituto Estadual de Florestas de Minas Gerais
PARQUE ESTADUAL DO LAJEADO,Parque,PI,estadual,"2001",Lei ordinária nº 1.224 de 11/05/2001,20/04/2016,0000.17.1488,Instituto Natureza do Tocantins
ESTAÇÃO ECOLOGICA BITA E UTINGA,Estação Ecológica,PI,estadual,"2012",Decreto nº 38.261/2012 de 05/06/2012,15/03/2016,0000.26.3314,Agência Estadual do Meio Ambiente de Pernambuco
PARQUE ESTADUAL MARINHO DO PARCEL DE MANUEL LUíS,Parque,PI,estadual,"1991",Decreto nº 11.902 de 11/06/1991,03/03/2011,0000.21.1886,Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhão
ÁREA DE PROTEçãO AMBIENTAL WALDEIR GONçALVES - SERRA DO ITAóCA,Área de Proteção Ambiental,US,municipal,"2013",Lei ordinária nº 8424 de 22/11/2013,21/07/2014,0100.33.3060,Prefeitura Municipal de Campos dos Goytacazes - RJ
ÁREA DE PROTEçãO AMBIENTAL MORRO AGUDO,Área de Proteção Ambiental,US,municipal,"2004",Lei complementar nº 3594 de 07/09/2004,19/05/2014,0350.33.1875,"Secretaria Municipal de Meio Ambiente, Agricultura, Desenvolvimento Econômico e Turismo de Nova Iguaçu - RJ"
RESERVA BIOLÓGICA DE MAICURU,Reserva Biológica,PI,estadual,"2006",Decreto nº 2610/2006 de 07/12/2006,16/02/2016,0000.15.1033,Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VOLTA DO RIO,Reserva Particular do Patrimônio Natural,US,federal,"2014",Portaria nº 37 de 28/03/2014,01/08/2014,0000.00.3069,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE ESTADUAL QUARTA COLôNIA,Parque,PI,estadual,"2005",Decreto nº 44.186 de 20/12/2005,29/04/2011,0000.43.2004,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS
PARQUE ESTADUAL DA SERRA DO MAR,Parque,PI,estadual,"1977",Decreto nº 10251 de 31/08/1977,31/08/2018,0000.35.0798,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
ÁREA DE PROTEÇÃO AMBIENTAL DO IGARAPÉ GELADO,Área de Proteção Ambiental,US,federal,"1989",Decreto nº 97718 de 05/05/1989,23/04/2010,0000.00.0022,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MARIA BATISTA,Reserva Particular do Patrimônio Natural,US,federal,"2013",Portaria nº 251 de 14/11/2013,01/08/2014,0000.00.3109,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE ESTADUAL DO MORRO DO CHAPÉU,Parque,PI,estadual,"1998",Decreto nº 7.413 de 18/08/1998,01/12/2015,0000.29.0296,Secretaria do Meio Ambiente da Bahia
ÁREA DE PROTEÇÃO AMBIENTAL DE CAIRUÇU,Área de Proteção Ambiental,US,federal,"1983",Decreto nº 89242 de 27/12/1983,23/04/2010,0000.00.0013,Instituto Chico Mendes de Conservação da Biodiversidade
ÁREA DE PROTEÇÃO AMBIENTAL PARQUE LINEAR DO BINDÁ,Área de Proteção Ambiental,US,municipal,"2012",Decreto nº 1499 de 27/03/2012,30/08/2012,0260.13.2742,Secretaria Municipal de Meio Ambiente e Sustentabilidade de Manaus - AM
PARQUE NATURAL MUNICIPAL MORRO DO OURO,Parque,PI,municipal,"2004",Decreto nº 03/2004 de 28/01/2004,24/04/2017,0270.35.3143,"Secretaria Municipal de Turismo, Cultura e Meio Ambiente -  Prefeitura de Apiaí - SP"
ÁREA DE PROTEçãO AMBIENTAL DO LIMOEIRO,Área de Proteção Ambiental,US,municipal,"2017",Decreto nº 087 de 07/11/2017,06/12/2017,0660.52.3592,Prefeitura Municipal de Cumari - GO
PARQUE ESTADUAL DE ITAPUã,Parque,PI,estadual,"1991",Decreto nº 33.886 de 12/03/1991,12/09/2018,0000.43.1994,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS
ÁREA DE PROTEçãO AMBIENTAL SERRA DA VARGEM ALEGRE,Área de Proteção Ambiental,US,municipal,"1998",Lei ordinária nº 336 de 02/01/1998,24/02/2014,2420.31.2941,"Secretaria Municipal de Agricultura, Meio Ambiente e Defesa Civil de Espera Feliz - MG"
RESERVA EXTRATIVISTA RIO XINGU,Reserva Extrativista,US,federal,"2008",Decreto nº s/n de 05/06/2008,01/02/2016,0000.00.1635,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA SÃO JOSÉ,Reserva Particular do Patrimônio Natural,US,federal,"2008",Portaria nº 4 de 06/02/2008,26/08/2011,0000.00.2187,Instituto Chico Mendes de Conservação da Biodiversidade
REFúGIO DE VIDA SILVESTRE MATA DO QUIZANGA,Refúgio de Vida Silvestre,PI,estadual,"1987",Lei ordinária nº 9989/87 de 13/01/1987,11/03/2016,0000.26.3302,Agência Estadual do Meio Ambiente de Pernambuco
RESERVA PARTICULAR DO PATRIMôNIO NATURAL FAZENDA SãO PEDRO,Reserva Particular do Patrimônio Natural,US,estadual,"2010",Resolução nº 27 de 29/11/2010,17/07/2012,0000.50.1980,Instituto de Meio Ambiente do Mato Grosso do Sul
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA CARUARA,Reserva Particular do Patrimônio Natural,US,estadual,"2012",Portaria nº 306 de 15/02/2012,09/08/2012,0000.33.2717,Instituto Estadual do Ambiente do Rio de Janeiro
RESERVA PARTICULAR DO PATRIMôNIO NATURAL RESERVA MARIANA,Reserva Particular do Patrimônio Natural,US,estadual,"2013",Portaria nº 5835 de 14/09/2013,25/10/2013,0000.29.2929,Secretaria do Meio Ambiente da Bahia
RESERVA BIOLÓGICA DAS PEROBAS,Reserva Biológica,PI,federal,"2006",Decreto nº S/N de 21/03/2006,30/11/2007,0000.00.0275,Instituto Chico Mendes de Conservação da Biodiversidade
REFÚGIO DE VIDA SILVESTRE DO PINHÃO.,Refúgio de Vida Silvestre,PI,estadual,"1983",Decreto nº 6.023 de 19/01/1983,17/03/2016,0000.41.0533,Instituto Ambiental do Paraná
FLORESTA NACIONAL DA MATA GRANDE,Floresta,US,federal,"2003",Decreto nº S/N de 13/10/2003,26/09/2007,0000.00.0128,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE NATURAL MUNICIPAL DA CIDADE DO NATAL DOM NIVALDO MONTE,Parque,PI,municipal,"2006",Decreto nº 8078 de 14/12/2006,29/08/2011,0810.24.1851,Secretaria Municipal de Meio Ambiente e Urbanismo de Natal - RN
RESERVA PARTICULAR DO PATRIMôNIO NATURAL PREGUIçA-DE-COLEIRA,Reserva Particular do Patrimônio Natural,US,estadual,"2018",Portaria nº 15711 de 06/03/2018,01/10/2018,0000.29.3734,Secretaria do Meio Ambiente da Bahia
ÁREA DE PROTEÇÃO AMBIENTAL COCHÁ E GIBÃO,Área de Proteção Ambiental,US,estadual,"2004",Decreto nº 43911 de 06/11/2004,21/08/2009,0000.31.0894,Instituto Estadual de Florestas de Minas Gerais
FLORESTA NACIONAL ALTAMIRA,Floresta,US,federal,"1998",Decreto nº 2483 de 03/02/1998,19/02/2016,0000.00.0083,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FLOR DO NORTE I,Reserva Particular do Patrimônio Natural,US,federal,"2010",Portaria nº 3 de 19/01/2010,26/08/2011,0000.00.2115,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE ESTADUAL DE IBICATU,Parque,PI,estadual,"1982",Decreto nº 4835 de 17/02/1982,19/04/2016,0000.41.0522,Instituto Ambiental do Paraná
ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DO OURO,Área de Proteção Ambiental,US,estadual,"2006",Decreto nº 10.194 de 28/12/2006,19/07/2012,0000.29.1569,Secretaria do Meio Ambiente da Bahia
RESERVA BIOLÓGICA DE SALTINHO,Reserva Biológica,PI,federal,"1983",Decreto nº 88744 de 21/09/1983,30/11/2007,0000.00.0198,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FRILSON MATHEUS VIEIRA,Reserva Particular do Patrimônio Natural,US,estadual,"2010",Portaria nº 159 de 08/09/2010,11/10/2011,0000.33.2287,Instituto Estadual do Ambiente do Rio de Janeiro
REFUGIO DA VIDA SILVESTRE DE COLÍDER,Refúgio de Vida Silvestre,PI,municipal,"2017",Decreto nº 80A/2017 de 22/09/2017,29/06/2018,0320.51.3702,"Secretaria Municipal de Agricultura, Pecuária, Assuntos fundiários, Meio Ambiente, Indústria e comércio, Emprego e renda, Cultura turismo de Colíder - MT"
FLORESTA NACIONAL DO AMANÁ,Floresta,US,federal,"2006",Decreto nº S/N de 14/02/2006,25/09/2007,0000.00.0271,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PAULINO VELÔSO CAMÊLO,Reserva Particular do Patrimônio Natural,US,federal,"2010",Portaria nº 43 de 09/06/2010,26/08/2011,0000.00.2150,Instituto Chico Mendes de Conservação da Biodiversidade
FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO DO RIO MACHADO,Floresta,US,estadual,"1990",Decreto nº 4571 de 28/03/1990,22/09/2011,0000.11.0740,Secretaria de Estado do Desenvolvimento Ambiental de Rondônia
FLORESTA NACIONAL DE PARAOPEBA,Floresta,US,federal,"1950",Lei ordinária nº 1170 de 11/08/1950,17/10/2008,0000.00.0103,Instituto Chico Mendes de Conservação da Biodiversidade
ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA,Área de Proteção Ambiental,US,federal,"1990",Decreto nº 98891 de 26/01/1990,23/04/2010,0000.00.0027,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE ESTADUAL DA ILHA ANCHIETA,Parque,PI,estadual,"1977",Decreto nº 9629 de 30/03/1977,29/09/2017,0000.35.0856,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL WOODSTOCK,Reserva Particular do Patrimônio Natural,US,estadual,"2008",Portaria nº 277 de 14/11/2008,01/12/2011,0000.33.2271,Instituto Estadual do Ambiente do Rio de Janeiro
PARQUE NACIONAL SERRA DA MOCIDADE,Parque,PI,federal,"1989",Decreto nº S/N de 29/04/1989,02/02/2016,0000.00.0189,Instituto Chico Mendes de Conservação da Biodiversidade
ÁREA DE PROTEÇÃO AMBIENTAL DA LAGOA DO URUAÚ,Área de Proteção Ambiental,US,estadual,"1999",Decreto nº 25.355 de 27/01/1999,17/11/2010,0000.23.0953,Secretaria do Meio Ambiente do Ceará
PARQUE ESTADUAL DAS FURNAS DO BOM JESUS,Parque,PI,estadual,"1989",Decreto nº 30.591 de 13/10/1989,29/09/2017,0000.35.0825,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
PARQUE NATURAL MUNICIPAL DE GOVERNADOR VALADARES/MG,Parque,PI,municipal,"2011",Decreto nº 9.532 de 06/06/2011,06/09/2013,2770.31.2814,"Secretaria de Meio Ambiente, Agricultura e Abastecimento, Governador Valadares / MG"
FLORESTA ESTADUAL CÓRREGO DA BIQUINHA,Floresta,US,estadual,"1994",Decreto nº 4.265 de 21/11/1994,24/03/2016,0000.41.0517,Instituto Ambiental do Paraná
PARQUE NATURAL MUNICIPAL DO CÓRREGO CUMANDAí,Parque,PI,municipal,"2001",Decreto nº 044/2001 de 25/08/2001,18/09/2007,0570.50.1510,Prefeitura Municipal de Naviraí - MS
ÁREA DE PROTEÇÃO AMBIENTAL ÁGUA SANTA DE MINAS,Área de Proteção Ambiental,US,municipal,"2003",Decreto nº 0067 de 23/12/2003,20/05/2014,6920.31.1527,Secretaria de Agricultura e Meio Ambiente de Tombos - MG
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SANTA TEREZINHA,Reserva Particular do Patrimônio Natural,US,federal,"2009",Portaria nº 19 de 26/03/2009,26/08/2011,0000.00.2112,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RETIRO TUN,Reserva Particular do Patrimônio Natural,US,federal,"2009",Portaria nº 44 de 05/06/2009,26/08/2011,0000.00.2193,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PRIMAVERA I,Reserva Particular do Patrimônio Natural,US,federal,"2008",Portaria nº 75 de 11/09/2008,26/08/2011,0000.00.1182,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL REGINA,Reserva Particular do Patrimônio Natural,US,estadual,"2015",Portaria nº 576 de 16/01/2015,10/07/2017,0000.33.3444,Instituto Estadual do Ambiente do Rio de Janeiro
REFúGIO DE VIDA SILVESTRE MATA DO AMPARO,Refúgio de Vida Silvestre,PI,estadual,"1987",Lei ordinária nº 9.989 de 13/01/1987,04/03/2016,0000.26.2240,Agência Estadual do Meio Ambiente de Pernambuco
PARQUE NACIONAL DOS CAMPOS GERAIS,Parque,PI,federal,"2006",Decreto nº S/N de 24/03/2006,04/12/2007,0000.00.0277,Instituto Chico Mendes de Conservação da Biodiversidade
ÁREA DE PROTEÇÃO AMBIENTAL DO ESTUÁRIO DO RIO MUNDAÚ,Área de Proteção Ambiental,US,estadual,"1999",Decreto nº 25.414 de 31/03/1999,15/02/2016,0000.23.0956,Secretaria do Meio Ambiente do Ceará
PARQUE ESTADUAL SERRA NEGRA,Parque,PI,estadual,"1998",Decreto nº 39907 de 23/09/1998,21/08/2009,0000.31.0393,Instituto Estadual de Florestas de Minas Gerais
PARQUE NATURAL MUNICIPAL JOSé GUILHERME MERQUIOR,Parque,PI,municipal,"2000",Decreto nº 19143 de 16/11/2000,21/06/2016,0455.33.1805,Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ
PARQUE ESTADUAL DO ITACOLOMI,Parque,PI,estadual,"1967",Lei ordinária nº 4495 de 15/06/1967,26/11/2012,0000.31.0413,Instituto Estadual de Florestas de Minas Gerais
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL POÇO FUNDO,Reserva Particular do Patrimônio Natural,US,federal,"1995",Portaria nº 36 de 05/06/1995,26/08/2011,0000.00.1272,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL AGULHAS NEGRAS,Reserva Particular do Patrimônio Natural,US,estadual,"2010",Portaria nº 112 de 21/05/2010,11/10/2011,0000.33.2305,Instituto Estadual do Ambiente do Rio de Janeiro
ÁREA DE PROTEÇÃO AMBIENTAL LAGO DO AMAPÁ,Área de Proteção Ambiental,US,estadual,"2005",Decreto nº 13.531 de 27/12/2005,27/04/2011,0000.12.0941,Secretaria de Estado de Meio Ambiente do Acre
RESERVA BIOLóGICA MUNICIPAL DA MATA DO BISPO,Reserva Biológica,PI,municipal,"2003",Lei ordinária nº 3.783 de 04/08/2003,08/03/2017,3170.31.1525,Prefeitura Municipal de Itabira - MG
